"Species","ASV","BestName","log2FC","FDR_q_value","Mean_abund_host"
"Rhamphostomella_bilaminata","a630681ba72a80c92a426efb3e574ab2","Family: Flavobacteriaceae",-2.018,0.02842,0.0788124392747297
"Rhamphostomella_bilaminata","a630681ba72a80c92a426efb3e574ab2","Family: Flavobacteriaceae",-2.018,0.02842,0.0788124392747297
"Rhamphostomella_bilaminata","a630681ba72a80c92a426efb3e574ab2","Family: Flavobacteriaceae",-2.018,0.02842,0.0788124392747297
"Rhamphostomella_bilaminata","a630681ba72a80c92a426efb3e574ab2","Family: Flavobacteriaceae",-2.018,0.02842,0.0788124392747297
"Rhamphostomella_bilaminata","9695ab42557ea68383a7fa889b522976","Family: Cellvibrionaceae",-1.936,0.01302,0
"Rhamphostomella_bilaminata","9695ab42557ea68383a7fa889b522976","Family: Cellvibrionaceae",-1.936,0.01302,0
"Rhamphostomella_bilaminata","2c674dd5dcc493fc0bad82c12f46397e","Genus: Clade_Ia",-1.837,0.0001743,0
"Rhamphostomella_bilaminata","2c674dd5dcc493fc0bad82c12f46397e","Genus: Clade_Ia",-1.837,0.0001743,0
"Rhamphostomella_bilaminata","d9f3cd010e62ed14267428e00eb063af","Genus: Colwellia",-1.802,0.002771,0
"Rhamphostomella_bilaminata","d9f3cd010e62ed14267428e00eb063af","Genus: Colwellia",-1.802,0.002771,0
"Rhamphostomella_bilaminata","d9f3cd010e62ed14267428e00eb063af","Genus: Colwellia",-1.802,0.002771,0
"Rhamphostomella_bilaminata","d9f3cd010e62ed14267428e00eb063af","Genus: Colwellia",-1.802,0.002771,0
