"SampleID","Depth","Replicate","Observed","Shannon","Chao1","PD"
"A31",5460,91,326,3.36392812261692,403.684931506849,26.778785262
"A31",5460,92,323,3.3887730433893,402.590909090909,26.366022082
"A31",5460,93,314,3.30659860311782,396.078125,25.588389358
"A31",5460,94,332,3.37862020613393,436.21875,26.632812749
"A31",5460,95,318,3.32651056915542,409.714285714286,24.924425166
"A31",5460,96,315,3.34770639593851,395.484375,24.320669902
"A31",5460,97,337,3.43890450752106,407.561643835616,26.983809316
"A31",5460,98,323,3.36980058383754,399.153846153846,25.152875626
"A31",5460,99,311,3.35423633637267,391,25.139527348
"A31",5460,100,317,3.34676597615333,432,24.959723381
"A31",8046,1,367,3.4091152175805,476,28.030115382
"A31",8046,2,359,3.32771381299342,423.818181818182,28.882241717
"A31",8046,3,359,3.37266660218901,415.875,27.844791686
"A31",8046,4,366,3.43408769278731,418.697368421053,28.970720741
"A31",8046,5,361,3.3961251592115,402.038961038961,29.627706909
"A31",8046,6,360,3.38846214048178,418.015873015873,29.159280485
"A31",8046,7,351,3.39919010907593,391.140845070423,27.680362676
"A31",8046,8,363,3.37831067768477,417.363636363636,29.820986944
"A31",8046,9,350,3.38414481802947,414.196721311475,27.701610994
"A31",8046,10,373,3.41784831648385,452.5,30.06942243
"A31",8046,11,355,3.36902797000117,420,28.223247063
"A31",8046,12,361,3.3986246965318,409.345679012346,29.008225902
"A31",8046,13,368,3.3759577536602,453.85,29.852891656
"A31",8046,14,357,3.35685325500656,413.408450704225,29.062929775
"A31",8046,15,370,3.39623946224217,417.263888888889,27.936143148
"A31",8046,16,356,3.39119076750082,406.068493150685,27.276187592
"A31",8046,17,373,3.39664554543934,467.516666666667,29.991765685
"A31",8046,18,349,3.38661963853657,399.521739130435,28.36135152
"A31",8046,19,361,3.36387031515017,432.541666666667,28.956009122
"A31",8046,20,357,3.39249576455599,398.8,27.642345536
"A31",8046,21,356,3.3453695421933,438.5,27.878786202
"A31",8046,22,365,3.42054752740048,433.296875,28.286701943
"A31",8046,23,370,3.37221709095979,428.602739726027,29.781384115
"A31",8046,24,354,3.35677171702559,410.230769230769,27.824067991
"A31",8046,25,360,3.3867632649162,418.957746478873,28.541233191
"A31",8046,26,367,3.40516739553771,417.555555555556,28.774074329
"A31",8046,27,355,3.39588467175225,412.109375,27.660164276
"A31",8046,28,364,3.37988967716232,435.338235294118,29.840612302
"A31",8046,29,351,3.38134934850541,406.378787878788,27.417835734
"A31",8046,30,360,3.39184100890542,410.763888888889,28.733194087
"A31",8046,31,363,3.4027819010166,415.012987012987,28.474147886
"A31",8046,32,362,3.41801234358426,397.75,28.54764027
"A31",8046,33,351,3.36297183427524,418.131147540984,26.348417902
"A31",8046,34,368,3.37513045889901,429.263157894737,29.033394795
"A31",8046,35,357,3.40023817761651,403.774647887324,27.670371061
"A31",8046,36,347,3.32717921610041,411.4,27.970675546
"A31",8046,37,367,3.39471645485467,405.571428571429,28.454344514
"A31",8046,38,355,3.313158781742,425.304347826087,27.339923853
"A31",8046,39,369,3.38007492238408,432.347826086957,29.168133816
"A31",8046,40,355,3.39079766115189,407.5,26.984395262
"A31",8046,41,347,3.36342556424701,405.44776119403,28.316136083
"A31",8046,42,362,3.4026945187227,425.333333333333,29.706180203
"A31",8046,43,367,3.38545288011524,423.095890410959,29.292624842
"A31",8046,44,363,3.40931228876011,423.220588235294,29.3563975
"A31",8046,45,352,3.34314044339473,395.697368421053,27.995122727
"A31",8046,46,369,3.41739018833822,437.692307692308,30.580467105
"A31",8046,47,357,3.38843146342191,392.111111111111,27.474258568
"A31",8046,48,370,3.44868432220664,416.120481927711,28.576422278
"A31",8046,49,361,3.34125611323016,440.590909090909,28.092822837
"A31",8046,50,370,3.42484593319189,445.373134328358,29.462664473
"A31",8046,51,370,3.41445355388388,432.918918918919,28.913918113
"A31",8046,52,356,3.3634087214442,406.044117647059,28.236159809
"A31",8046,53,358,3.37180093534405,424.227272727273,28.123895397
"A31",8046,54,353,3.38395512914751,402.88,27.501572872
"A31",8046,55,365,3.39187906607107,420.813333333333,29.404658899
"A31",8046,56,376,3.41425396486201,442.447368421053,29.423199523
"A31",8046,57,370,3.39654213450735,417.354430379747,28.872448327
"A31",8046,58,369,3.35197633955489,419.555555555556,30.575614098
"A31",8046,59,363,3.36724130991063,453.568965517241,27.897824468
"A31",8046,60,355,3.39188928509696,405.554054054054,28.118425001
"A31",8046,61,363,3.38192133427347,402.512195121951,28.939989535
"A31",8046,62,363,3.37099649987872,442.246153846154,29.289052182
"A31",8046,63,365,3.39892922924228,460.948275862069,29.912921501
"A31",8046,64,358,3.3357091714519,397.613636363636,27.987401724
"A31",8046,65,346,3.34621469949013,426.559322033898,27.40084222
"A31",8046,66,364,3.39547989997734,429.577464788732,28.478673404
"A31",8046,67,352,3.3593977441414,430.241935483871,28.741252396
"A31",8046,68,366,3.39495053364021,422.753623188406,29.621793339
"A31",8046,69,357,3.36708689019342,392.576923076923,26.79722286
"A31",8046,70,367,3.3959924570599,413.26582278481,28.389921618
"A31",8046,71,359,3.36755040585714,405.363636363636,28.718513084
"A31",8046,72,362,3.4255127054225,432.873015873016,28.689396437
"A31",8046,73,361,3.36938821487013,440.524590163934,29.169296703
"A31",8046,74,365,3.35724388847144,404.114942528736,28.78747324
"A31",8046,75,368,3.40170661795844,426.602739726027,30.16373603
"A31",8046,76,361,3.38615229844339,427.444444444444,27.502291999
"A31",8046,77,360,3.4197335495306,433.548387096774,28.180351133
"A31",8046,78,358,3.35405810651039,442.166666666667,28.813608081
"A31",8046,79,360,3.3944853806089,422.578125,28.498687255
"A31",8046,80,369,3.40325844166897,435.086956521739,28.53775935
"A31",8046,81,360,3.39465957296037,396.621951219512,27.692755777
"A31",8046,82,348,3.35462600390948,387.444444444444,27.363039139
"A31",8046,83,355,3.39249202472996,406.478873239437,27.586609093
"A31",8046,84,365,3.41419051529844,423.138888888889,28.909038502
"A31",8046,85,357,3.38489062116737,399.576923076923,28.370115168
"A31",8046,86,352,3.36575074161819,401.076923076923,28.581576906
"A31",8046,87,358,3.38874275979168,427.897058823529,28.090123002
"A31",8046,88,360,3.44726128282219,400.012987012987,30.227862443
"A31",8046,89,369,3.37559149096022,444.75,28.224170733
"A31",8046,90,363,3.4275842482784,424.114285714286,28.304068894
"A31",8046,91,370,3.39904655791738,433.780821917808,29.289849877
"A31",8046,92,358,3.38484010233356,431.123076923077,28.476793558
"A31",8046,93,352,3.40291621906116,420.357142857143,28.69957122
"A31",8046,94,365,3.39055489701834,409.126582278481,28.03160115
"A31",8046,95,353,3.35597135669915,399.973684210526,29.089551851
"A31",8046,96,354,3.38652802171192,433.940298507463,28.551121607
"A31",8046,97,351,3.39252962884552,390.5,26.358522004
"A31",8046,98,348,3.3431498694235,402.388888888889,26.771779517
"A31",8046,99,364,3.38405046036194,409.011494252874,29.087672383
"A31",8046,100,359,3.36113915565568,401,26.881648679
"A31",10632,1,382,3.38818036004434,423.0625,30.130514445
"A31",10632,2,390,3.3817133924996,442.69014084507,30.867998254
"A31",10632,3,384,3.38462843287534,419.513513513514,31.112464224
"A31",10632,4,382,3.3478188860298,426.161764705882,29.386142506
"A31",10632,5,387,3.43896214109636,413.011764705882,30.459542499
"A31",10632,6,388,3.40703611315356,434.25,30.864148473
"A31",10632,7,373,3.37545259268089,405.697368421053,29.124773019
"A31",10632,8,386,3.39760022678508,434.904761904762,30.559505163
"A31",10632,9,382,3.39214726845595,434.777777777778,30.486956455
"A31",10632,10,381,3.35186023166878,423.702702702703,30.101692008
"A31",10632,11,383,3.35890630296817,424.578947368421,30.358523817
"A31",10632,12,383,3.38898145286073,414.95,30.045825039
"A31",10632,13,383,3.40939916522227,417.546875,30.806700827
"A31",10632,14,386,3.37426815601819,434.416666666667,30.204536812
"A31",10632,15,384,3.37746647656454,431.878787878788,30.044536324
"A31",10632,16,391,3.43510288583687,426.04,30.473120111
"A31",10632,17,388,3.41722392713926,407.677419354839,30.192056415
"A31",10632,18,397,3.39682354683753,440.888888888889,30.81152938
"A31",10632,19,384,3.36134246233593,448.5,30.204818591
"A31",10632,20,391,3.39962157130229,442.560606060606,31.396615257
"A31",10632,21,381,3.37410827490294,440.701754385965,29.664329248
"A31",10632,22,387,3.38292375073821,443.230769230769,30.007601301
"A31",10632,23,387,3.37230904113008,441.388888888889,31.580100184
"A31",10632,24,394,3.41167048490541,443.8,31.454609279
"A31",10632,25,378,3.38968929556334,427.090909090909,29.870621995
"A31",10632,26,377,3.40841783941077,405.346153846154,30.236163
"A31",10632,27,382,3.39001318942134,409.243243243243,28.940205798
"A31",10632,28,390,3.38822523875296,435.985074626866,31.091128276
"A31",10632,29,390,3.41911236812181,425.126582278481,30.387087134
"A31",10632,30,391,3.39409777165971,435.383561643836,29.66514329
"A31",10632,31,380,3.39554467991198,417.04347826087,30.48181385
"A31",10632,32,376,3.41445206546665,403.014285714286,29.326781271
"A31",10632,33,370,3.3679465953882,413.322033898305,28.884831621
"A31",10632,34,387,3.38344636637451,438.092307692308,30.902153755
"A31",10632,35,384,3.3879890132031,425.635135135135,30.77219062
"A31",10632,36,381,3.382078047638,414.514285714286,29.617966368
"A31",10632,37,386,3.39394639582083,417.455696202532,29.899351223
"A31",10632,38,382,3.42747997828513,413.140845070423,30.029491906
"A31",10632,39,383,3.39135439871743,412.325,29.509671121
"A31",10632,40,384,3.33727024348131,429.6875,30.013903709
"A31",10632,41,386,3.39839168947608,428.405797101449,30.594315576
"A31",10632,42,389,3.40517201194191,440.890625,28.890432588
"A31",10632,43,385,3.3785515122771,420.5,30.654288085
"A31",10632,44,382,3.39089746523103,409.780487804878,31.278223829
"A31",10632,45,381,3.35123150311851,427.95652173913,29.874007811
"A31",10632,46,383,3.39798906488584,417,29.269987364
"A31",10632,47,389,3.40189074579009,423.540540540541,30.86316993
"A31",10632,48,383,3.39640555956012,433.318181818182,29.713306247
"A31",10632,49,376,3.37420349223599,405.383561643836,30.460271801
"A31",10632,50,379,3.37361107752862,423.820895522388,31.32255909
"A31",10632,51,381,3.35807429448233,408.443181818182,30.115290551
"A31",10632,52,381,3.40061060161231,427.2,30.885061449
"A31",10632,53,380,3.40411082870049,420.25,30.532154312
"A31",10632,54,390,3.39250459943761,434.194805194805,30.330486602
"A31",10632,55,378,3.37692392934327,443.631578947368,29.631008364
"A31",10632,56,386,3.3915602039642,419.194805194805,30.012715041
"A31",10632,57,387,3.40028448933683,430.521739130435,28.2614493
"A31",10632,58,385,3.39663618176778,412.987341772152,29.733072579
"A31",10632,59,387,3.4036526550303,437.318181818182,29.902474817
"A31",10632,60,382,3.3730862402521,431.567164179104,30.385233484
"A31",10632,61,387,3.39405339701136,410.164556962025,30.213779283
"A31",10632,62,381,3.37618114704092,433.666666666667,31.675419941
"A31",10632,63,390,3.37118205728241,445.478260869565,31.318351854
"A31",10632,64,392,3.39891026323371,437.272727272727,30.871734221
"A31",10632,65,384,3.3779242882667,447.161290322581,31.283532932
"A31",10632,66,379,3.38523466396267,398.463414634146,30.250917295
"A31",10632,67,390,3.36850636120806,415.15625,30.218795886
"A31",10632,68,387,3.42494388861377,430.521739130435,30.912933267
"A31",10632,69,379,3.39397810694655,413.513888888889,29.416557071
"A31",10632,70,390,3.4147437397598,419.814814814815,30.431983645
"A31",10632,71,387,3.40598195867032,417.783783783784,30.181698189
"A31",10632,72,392,3.44919495781577,420.720588235294,31.313423975
"A31",10632,73,382,3.38209699032339,430.838235294118,29.828868724
"A31",10632,74,378,3.39387052898071,410.014925373134,29.366459045
"A31",10632,75,387,3.38234714542356,446.333333333333,29.816323602
"A31",10632,76,382,3.38563684385375,438.716666666667,29.31024137
"A31",10632,77,378,3.42033503841983,405.65625,29.900798806
"A31",10632,78,382,3.42350984343552,419.651515151515,30.093164331
"A31",10632,79,389,3.40551653237242,425.5,30.525209366
"A31",10632,80,393,3.40239212498217,446.915492957746,31.351261813
"A31",10632,81,377,3.36864702027764,416.642857142857,29.5795135
"A31",10632,82,384,3.36675157271669,423.041095890411,30.704714922
"A31",10632,83,386,3.42057854822285,421.013698630137,29.899352187
"A31",10632,84,387,3.426223600565,420.345679012346,31.449101822
"A31",10632,85,379,3.41059781857402,426.033898305085,30.038625878
"A31",10632,86,375,3.39041676144305,406.140845070423,29.379545972
"A31",10632,87,385,3.42267401860573,426.553846153846,29.88776637
"A31",10632,88,380,3.37193946358698,409.584415584416,30.502259503
"A31",10632,89,383,3.38470458134144,430.193548387097,29.530377876
"A31",10632,90,380,3.40279899253684,408.962962962963,28.930129657
"A31",10632,91,385,3.36216660707081,426.8,29.441829202
"A31",10632,92,385,3.42313253224897,430.5,30.963119209
"A31",10632,93,388,3.41840696451067,440.777777777778,30.456680033
"A31",10632,94,384,3.39679563545449,425.578947368421,28.59897807
"A31",10632,95,390,3.42067862087359,422.444444444444,31.00438853
"A31",10632,96,381,3.38498466583023,428.753424657534,29.162214079
"A31",10632,97,386,3.39624514746098,432.72131147541,30.007207943
"A31",10632,98,389,3.40362014522222,434.986486486486,31.2928863
"A31",10632,99,385,3.37806893216636,415.076923076923,30.878928266
"A31",10632,100,380,3.41028392655371,420.924242424242,30.636784346
"A31",13219,1,394,3.40691150595971,407.618421052632,30.346419867
"A31",13219,2,402,3.40249911742632,420.828947368421,32.550434129
"A31",13219,3,404,3.41576233921013,425.358208955224,31.990835019
"A31",13219,4,395,3.38416209571253,420.828125,31.163864482
"A31",13219,5,399,3.39734699546278,428.516129032258,32.081683469
"A31",13219,6,394,3.39342759958401,423.647058823529,31.418820092
"A31",13219,7,402,3.41575150264238,421.408450704225,32.230568516
"A31",13219,8,405,3.40912625126542,431.818181818182,31.969145636
"A31",13219,9,394,3.3949244228504,433,30.886010906
"A31",13219,10,395,3.4454833386348,421.734375,31.212234712
"A31",13219,11,406,3.4142750172434,437.015384615385,32.394602021
"A31",13219,12,395,3.3656148652826,420.285714285714,31.335215161
"A31",13219,13,401,3.39039019765478,425.797101449275,31.77260771
"A31",13219,14,404,3.40683238436275,427.6,31.950221914
"A31",13219,15,400,3.40341672710216,413.756097560976,31.989204444
"A31",13219,16,406,3.38609990628665,432.911764705882,32.261299504
"A31",13219,17,402,3.41733817706547,420.560606060606,32.033009865
"A31",13219,18,397,3.40038210095821,432.254237288136,31.446245058
"A31",13219,19,402,3.40664203065905,437.16393442623,32.197303276
"A31",13219,20,395,3.42500196101866,411.109589041096,29.702938572
"A31",13219,21,402,3.40471158786303,423.69014084507,31.859148566
"A31",13219,22,396,3.39893901754561,424.153846153846,30.492266386
"A31",13219,23,400,3.39634351299762,433.101694915254,31.979533853
"A31",13219,24,403,3.40260978073375,425.958333333333,31.926448721
"A31",13219,25,397,3.39627913610123,417.739130434783,31.401223134
"A31",13219,26,395,3.39986878336877,423.095238095238,30.772616688
"A31",13219,27,402,3.3844353419902,438.741935483871,31.093924108
"A31",13219,28,407,3.41249909080222,440.015873015873,31.439742316
"A31",13219,29,404,3.39400095870373,437.548387096774,31.925504306
"A31",13219,30,398,3.42371515079161,426.548387096774,32.033211009
"A31",13219,31,386,3.38191932051719,407.681818181818,30.760622429
"A31",13219,32,398,3.40974557782846,425.15873015873,31.189274609
"A31",13219,33,396,3.37961410543064,432.092307692308,31.842410573
"A31",13219,34,403,3.40202594545179,427.0625,31.129766781
"A31",13219,35,391,3.35835255077194,417.521739130435,30.554626889
"A31",13219,36,398,3.38968220536547,432.758620689655,32.055215432
"A31",13219,37,397,3.39215964036224,426.092307692308,31.340631438
"A31",13219,38,397,3.41386335117667,419.958333333333,30.239550987
"A31",13219,39,394,3.38137871107146,440,31.595456437
"A31",13219,40,396,3.39163306607388,421.828125,31.545811396
"A31",13219,41,396,3.42468036790918,414.964912280702,31.095670593
"A31",13219,42,399,3.4026826750298,421.166666666667,32.255302012
"A31",13219,43,398,3.44315990818879,418.442857142857,31.607567539
"A31",13219,44,405,3.39733096302943,424.602739726027,32.473778906
"A31",13219,45,400,3.41729203130238,424.553846153846,30.887330012
"A31",13219,46,398,3.38495864117736,443.566037735849,31.274406356
"A31",13219,47,407,3.42505980905473,435,31.995885172
"A31",13219,48,401,3.39743285785573,430.590909090909,31.176821874
"A31",13219,49,397,3.40682299750283,426,30.894285373
"A31",13219,50,391,3.3815126158914,414.951612903226,30.412518747
"A31",13219,51,395,3.38564487455957,417.692307692308,30.425848878
"A31",13219,52,407,3.39373069968894,446.444444444444,30.641100812
"A31",13219,53,399,3.41646592615527,418.138888888889,30.379915162
"A31",13219,54,399,3.40252859635114,451.684210526316,30.748010656
"A31",13219,55,399,3.38327790521545,413.278481012658,32.087723406
"A31",13219,56,399,3.38957109350196,426.808823529412,31.89880215
"A31",13219,57,400,3.38149981778267,428.720588235294,32.08176315
"A31",13219,58,392,3.37855671794473,411.685714285714,31.49746581
"A31",13219,59,399,3.42606791197878,431.181818181818,31.856776749
"A31",13219,60,409,3.41432655428485,441.2,32.075144693
"A31",13219,61,403,3.4107598397959,430.727272727273,31.650790308
"A31",13219,62,403,3.40651302245836,428.537313432836,32.112440927
"A31",13219,63,393,3.36226450297577,423,30.539167506
"A31",13219,64,397,3.38706442513862,435.518518518519,31.157517167
"A31",13219,65,394,3.38664982228486,431.474576271186,30.408952512
"A31",13219,66,400,3.42067406518278,421.358208955224,32.042477451
"A31",13219,67,403,3.38325231485749,450.193548387097,31.924784961
"A31",13219,68,405,3.37940482866464,445.08064516129,32.009187341
"A31",13219,69,399,3.37039259029659,427.108108108108,32.315450791
"A31",13219,70,399,3.39490360719093,428.546875,30.016739004
"A31",13219,71,403,3.4008789023557,437.015384615385,32.248057827
"A31",13219,72,406,3.38068578610256,434.888888888889,32.078534743
"A31",13219,73,399,3.39469559261546,442.59649122807,31.159466238
"A31",13219,74,404,3.3949678925078,437.345679012346,32.550875385
"A31",13219,75,399,3.43996143339675,429,30.34831106
"A31",13219,76,394,3.39836221917731,436.981132075472,31.001411179
"A31",13219,77,394,3.37030478994887,420.238095238095,31.021220424
"A31",13219,78,394,3.40061685401872,420.16393442623,31.468782732
"A31",13219,79,392,3.37322839000129,410.346153846154,30.621224091
"A31",13219,80,394,3.37319109814834,427.5,30.478217559
"A31",13219,81,397,3.40440264560487,418.2,31.262736186
"A31",13219,82,392,3.39218580027871,411.5,30.756538283
"A31",13219,83,393,3.35508448096796,420.507042253521,30.870059795
"A31",13219,84,399,3.42802077094195,426.230769230769,32.011121964
"A31",13219,85,400,3.42819726857858,439.1,30.373736029
"A31",13219,86,398,3.37212272867602,423.416666666667,31.423028401
"A31",13219,87,391,3.36401431616268,425.758620689655,30.806522563
"A31",13219,88,400,3.37828272169989,428.153846153846,30.81870324
"A31",13219,89,402,3.38494524936486,429.507042253521,32.123371837
"A31",13219,90,400,3.38754327374208,436.654545454545,32.435360079
"A31",13219,91,393,3.39602711471885,419.818181818182,31.241002448
"A31",13219,92,401,3.38736584395897,418.68,31.760281024
"A31",13219,93,403,3.39999565385539,429.417910447761,32.407156247
"A31",13219,94,395,3.40056781376126,414.875,30.41416603
"A31",13219,95,400,3.39762374216912,420.878787878788,31.48162562
"A31",13219,96,403,3.40159052363879,429.8125,31.974478731
"A31",13219,97,398,3.40691597102221,420.643835616438,31.342571882
"A31",13219,98,400,3.42453473415265,429.546875,32.157174674
"A31",13219,99,404,3.42683646879476,424.810810810811,32.306476348
"A31",13219,100,405,3.38296139449559,426.75,31.227090242
"A31",15805,1,411,3.40994851461876,424.887096774194,32.756457471
"A31",15805,2,412,3.3858987513653,440.518518518519,32.526902815
"A31",15805,3,403,3.39066541526995,416.477611940299,30.179306865
"A31",15805,4,402,3.40057312526848,412.651515151515,31.982592186
"A31",15805,5,417,3.42363145479642,434.368421052632,32.527326158
"A31",15805,6,403,3.40591579608826,422.038461538462,31.017097535
"A31",15805,7,408,3.39624507589993,422.776119402985,32.45288167
"A31",15805,8,414,3.43219382926637,431.904761904762,32.384056416
"A31",15805,9,403,3.39517555710035,419.693548387097,32.779010907
"A31",15805,10,412,3.41587355964582,429.090909090909,32.707086198
"A31",15805,11,404,3.39923111632393,420.892857142857,30.623396963
"A31",15805,12,419,3.41638846447406,435.780821917808,32.834880602
"A31",15805,13,409,3.39550037496003,433,33.10680143
"A31",15805,14,403,3.39769541178746,433.446808510638,31.899089442
"A31",15805,15,409,3.43203477834147,418.901408450704,31.602911992
"A31",15805,16,412,3.44135159411137,428.59649122807,32.683104234
"A31",15805,17,410,3.4029319721957,422.35,32.204435842
"A31",15805,18,402,3.41821893833282,419.037735849057,32.1732767
"A31",15805,19,408,3.41880142220209,436.018867924528,31.840643099
"A31",15805,20,406,3.43154066832538,420.844827586207,32.222376097
"A31",15805,21,403,3.39911699275656,427.519230769231,31.826188685
"A31",15805,22,406,3.38720463940707,425.411764705882,32.71298737
"A31",15805,23,408,3.38930161279596,423.508196721311,32.454067759
"A31",15805,24,403,3.39574069130401,418.015873015873,32.45117022
"A31",15805,25,407,3.36511521230704,433.6,31.566962765
"A31",15805,26,405,3.40819330287966,428.058823529412,32.029084462
"A31",15805,27,403,3.38371052733547,413.013513513513,31.235344863
"A31",15805,28,411,3.43308781983476,425.137931034483,32.136996138
"A31",15805,29,406,3.39160955468559,427.98275862069,32.258323337
"A31",15805,30,408,3.39415790351078,431.459016393443,32.158499838
"A31",15805,31,415,3.40126987769442,430.272727272727,33.150167809
"A31",15805,32,403,3.38850072790431,423.631578947368,31.367559799
"A31",15805,33,414,3.38303698200455,439.245901639344,32.807936041
"A31",15805,34,411,3.40856076911996,439.62,32.235175305
"A31",15805,35,413,3.39721241409432,438.741935483871,32.734608042
"A31",15805,36,404,3.37964627100187,419.471698113208,31.3129674
"A31",15805,37,408,3.40465307578614,429.25,31.353615996
"A31",15805,38,416,3.41625580148773,439.85,33.232399536
"A31",15805,39,404,3.41393240640367,426.272727272727,32.035293316
"A31",15805,40,410,3.40527781069138,427.353846153846,32.614437716
"A31",15805,41,412,3.42898052010872,423.915254237288,32.618658899
"A31",15805,42,400,3.39480056427834,420.018518518519,31.54955304
"A31",15805,43,412,3.4193748790345,424.615384615385,32.518301156
"A31",15805,44,407,3.37592074270669,438.685185185185,31.903553577
"A31",15805,45,416,3.40126444797304,441.553571428571,32.043969232
"A31",15805,46,407,3.41345771613714,427.018518518519,31.282668655
"A31",15805,47,409,3.39606816207918,429.631578947368,31.291629957
"A31",15805,48,407,3.41644061731323,417.651515151515,31.974189071
"A31",15805,49,402,3.38897505164034,419.368421052632,29.768145601
"A31",15805,50,416,3.38635027995163,468.960784313725,32.93228528
"A31",15805,51,412,3.38926508726448,436.607142857143,33.105695201
"A31",15805,52,419,3.42651306571307,440.838235294118,32.302586424
"A31",15805,53,410,3.39369209180035,431.737704918033,31.438986198
"A31",15805,54,416,3.43883486189528,429.220338983051,33.072458361
"A31",15805,55,409,3.38103940113463,428.758064516129,31.189402853
"A31",15805,56,406,3.41608371125034,424.637931034483,32.118575249
"A31",15805,57,402,3.40037608580577,421.27868852459,31.262873343
"A31",15805,58,407,3.38814443839842,438.428571428571,31.896681471
"A31",15805,59,406,3.39807347303941,419.015873015873,32.55425832
"A31",15805,60,402,3.3705001637682,424.359375,32.079737906
"A31",15805,61,411,3.39753889938528,434.263157894737,31.62541737
"A31",15805,62,409,3.41236089257663,425.630769230769,32.131049966
"A31",15805,63,404,3.37856822100397,432.5,32.302641708
"A31",15805,64,412,3.39224230503257,436.9375,31.829610921
"A31",15805,65,408,3.39897489118559,431.758620689655,33.055327395
"A31",15805,66,409,3.40697331110149,423.776119402985,31.488561164
"A31",15805,67,416,3.41040694910875,444.5,33.243589004
"A31",15805,68,412,3.40643640636604,428.835820895522,32.492915896
"A31",15805,69,410,3.40686280529044,423.220338983051,33.384622736
"A31",15805,70,415,3.41378918840994,436.25,33.18329352
"A31",15805,71,408,3.40349404346252,428.888888888889,32.662086931
"A31",15805,72,411,3.39811211635059,437.018181818182,33.179331311
"A31",15805,73,407,3.41437122740654,430.263157894737,32.660821539
"A31",15805,74,410,3.38597798295466,423.911764705882,32.422704677
"A31",15805,75,408,3.39043224180911,430.188679245283,31.635742822
"A31",15805,76,415,3.40561986003242,427.9,33.255294061
"A31",15805,77,410,3.38750097120361,430.631578947368,32.014007334
"A31",15805,78,409,3.38812124902608,422.2,33.153491457
"A31",15805,79,404,3.39413574149812,423.932203389831,31.827822611
"A31",15805,80,406,3.40445041580996,430.555555555556,31.477244636
"A31",15805,81,406,3.38517692635775,412.947368421053,32.766404772
"A31",15805,82,404,3.40870504094649,411.153846153846,32.349660406
"A31",15805,83,413,3.40443237766293,438,32.69128999
"A31",15805,84,418,3.40626884155649,442.555555555556,33.462202218
"A31",15805,85,409,3.39661450454202,433.109090909091,32.824621611
"A31",15805,86,410,3.38726980393985,426.693548387097,32.19242741
"A31",15805,87,406,3.37645349387014,420.808219178082,33.178545585
"A31",15805,88,412,3.41311105965764,427.230769230769,32.218527788
"A31",15805,89,407,3.40004346841858,433.5,31.667168688
"A31",15805,90,404,3.38105818426585,422.193548387097,31.095309844
"A31",15805,91,408,3.36927125881812,433.054545454545,32.943891515
"A31",15805,92,412,3.4101249301165,427.46875,32.93031465
"A31",15805,93,412,3.40777746688015,429.435483870968,32.680657124
"A31",15805,94,411,3.37787979415709,429.560606060606,32.409934368
"A31",15805,95,410,3.41988630526876,424.109375,32.503805409
"A31",15805,96,412,3.41270113695391,442,32.671375266
"A31",15805,97,410,3.41327550476425,436.6,32.297540675
"A31",15805,98,403,3.40558328161976,416.44262295082,29.991917753
"A31",15805,99,409,3.40286661082389,420.818181818182,32.750012781
"A31",15805,100,414,3.41386492052075,435.98275862069,33.20437121
"A31",18391,1,416,3.40978710462698,428.857142857143,33.153375304
"A31",18391,2,416,3.41387288887999,429.018518518519,32.649519608
"A31",18391,3,418,3.38942862150832,429.22641509434,33.078646845
"A31",18391,4,421,3.41097583262213,440.8,34.056557866
"A31",18391,5,421,3.41407657653502,436.185185185185,33.680246942
"A31",18391,6,413,3.42098508975626,429.078431372549,32.963087587
"A31",18391,7,411,3.40287259175364,417.267857142857,32.697721652
"A31",18391,8,418,3.41670100176126,429.234042553192,33.251958655
"A31",18391,9,415,3.37779889341081,431.882352941176,33.187887104
"A31",18391,10,416,3.41750594391113,431.654545454545,32.706353085
"A31",18391,11,415,3.39304041108128,429,33.244220964
"A31",18391,12,414,3.40289355191864,422.701754385965,31.655737466
"A31",18391,13,417,3.3984932140446,432.6,33.19787294
"A31",18391,14,419,3.40566115442328,438.303571428571,33.744187647
"A31",18391,15,413,3.38413503396659,429.595744680851,33.080262973
"A31",18391,16,411,3.39800626664454,421.333333333333,31.611939703
"A31",18391,17,412,3.38001779377989,433.5,32.102112172
"A31",18391,18,412,3.39889978809439,432.127659574468,33.02659881
"A31",18391,19,411,3.37822991530567,427.108695652174,32.076058399
"A31",18391,20,421,3.39282194840401,439.964912280702,33.201978335
"A31",18391,21,420,3.41342811795852,444.521739130435,33.646146619
"A31",18391,22,417,3.40595328722251,428.88679245283,33.279027075
"A31",18391,23,415,3.40908922079568,431.557692307692,33.41697316
"A31",18391,24,413,3.40054568578759,422.428571428571,32.511952101
"A31",18391,25,418,3.38822248999838,429.018518518519,33.309310312
"A31",18391,26,418,3.40463076572543,425.75,33.004023433
"A31",18391,27,412,3.41880228970918,427.4375,32.110014217
"A31",18391,28,412,3.40588918319883,424.659574468085,32.823780682
"A31",18391,29,417,3.39428326433711,430.928571428571,32.524959026
"A31",18391,30,412,3.40521681671872,421.6,32.129638492
"A31",18391,31,418,3.41838282735377,427.777777777778,32.778464675
"A31",18391,32,410,3.39259953688227,419.196721311475,31.727496297
"A31",18391,33,415,3.41000601062182,437.285714285714,32.904673948
"A31",18391,34,418,3.41160786862469,429.22,33.684293193
"A31",18391,35,413,3.37432840874602,433.7,31.346166337
